2013,1,1,99.3
2013,1,51,156.1
2013,1,105,129.8
2013,1,3,156.0
2013,1,53,96.8
2013,1,99,125.6
2013,1,19,121.9
2013,1,95,120.9
2013,1,33,182.2
2013,1,59,87.9
2013,1,77,154.6
2013,1,79,172.0
2013,1,83,159.3
2013,1,89,161.6
2013,1,103,130.1
2013,1,121,158.9
2013,1,31,106.6
2013,1,67,109.7
2013,1,69,130.9
2013,5,1,199.0
2013,5,37,201.6
2013,5,85,197.8
2013,5,95,182.4
2013,5,107,187.9
2013,5,117,183.9
2013,5,123,172.4
2013,5,147,167.0
2013,5,21,191.9
2013,5,31,189.3
2013,5,55,176.0
2013,5,67,174.7
2013,5,75,167.6
2013,5,93,194.4
2013,5,145,158.8
2013,5,3,193.2
2013,5,17,184.0
2013,5,41,193.4
2013,5,43,189.1
2013,5,69,193.5
2013,5,79,188.6
2013,5,83,98.1
2013,10,1,171.4
2013,10,3,158.0
2013,10,5,165.0
2013,13,91,177.0
2013,13,167,159.0
2013,13,175,144.6
2013,13,225,172.3
2013,13,31,140.6
2013,13,33,191.1
2013,13,103,83.8
2013,13,107,156.1
2013,13,163,178.6
2013,13,165,165.6
2013,13,251,164.0
2013,13,15,166.7
2013,13,27,191.6
2013,13,69,170.7
2013,13,75,183.9
2013,13,81,189.1
2013,13,93,188.0
2013,13,161,192.4
2013,13,287,197.9
2013,13,315,203.5
2013,13,1,200.0
2013,13,229,139.6
2013,13,267,179.4
2013,13,279,148.5
2013,13,87,199.9
2013,13,99,186.2
2013,13,131,159.9
2013,13,201,171.7
2013,13,243,192.6
2013,13,253,194.9
2013,13,261,182.8
2013,13,273,148.6
2013,13,193,199.2
2013,13,197,181.4
2013,17,107,198.1
2013,17,115,192.7
2013,17,123,191.2
2013,17,125,163.3
2013,17,113,188.6
2013,17,143,180.5
2013,17,175,192.4
2013,17,179,177.1
2013,17,203,192.3
2013,17,19,168.1
2013,17,53,164.0
2013,17,75,174.4
2013,17,91,172.1
2013,17,105,179.1
2013,17,147,187.4
2013,17,183,176.9
2013,17,25,153.5
2013,17,29,182.2
2013,17,33,154.1
2013,17,35,171.6
2013,17,41,187.1
2013,17,45,186.4
2013,17,49,172.4
2013,17,51,161.8
2013,17,79,151.0
2013,17,121,159.7
2013,17,139,181.1
2013,17,159,147.7
2013,17,173,178.2
2013,17,7,179.9
2013,17,37,193.8
2013,17,63,192.2
2013,17,89,191.7
2013,17,93,182.2
2013,17,99,186.8
2013,17,111,160.6
2013,17,197,149.1
2013,17,11,185.9
2013,17,15,199.6
2013,17,73,184.5
2013,17,85,175.5
2013,17,103,171.3
2013,17,131,177.1
2013,17,141,189.6
2013,17,155,187.2
2013,17,161,182.3
2013,17,177,182.0
2013,17,195,179.8
2013,17,201,173.2
2013,17,47,154.2
2013,17,55,164.3
2013,17,59,188.7
2013,17,65,175.1
2013,17,81,153.0
2013,17,127,170.7
2013,17,165,171.3
2013,17,185,161.5
2013,17,191,154.0
2013,17,193,187.1
2013,17,27,162.2
2013,17,77,172.7
2013,17,133,147.0
2013,17,145,136.1
2013,17,153,169.9
2013,17,163,158.5
2013,17,181,162.3
2013,17,189,160.6
2013,17,199,173.5
2013,17,1,153.3
2013,17,9,176.2
2013,17,57,171.4
2013,17,67,178.5
2013,17,71,176.0
2013,17,95,191.0
2013,17,109,187.8
2013,17,169,169.0
2013,17,187,186.9
2013,17,17,184.1
2013,17,21,199.8
2013,17,61,167.4
2013,17,83,182.9
2013,17,117,170.5
2013,17,119,164.4
2013,17,135,182.9
2013,17,137,191.2
2013,17,149,164.3
2013,17,167,198.2
2013,17,171,168.2
2013,18,5,176.6
2013,18,11,189.8
2013,18,23,191.5
2013,18,31,183.2
2013,18,53,181.1
2013,18,57,173.6
2013,18,59,173.7
2013,18,63,183.6
2013,18,95,181.1
2013,18,109,179.8
2013,18,139,193.6
2013,18,145,178.8
2013,18,159,191.2
2013,18,9,172.5
2013,18,35,174.3
2013,18,41,172.2
2013,18,135,171.3
2013,18,177,177.3
2013,18,15,197.1
2013,18,17,192.3
2013,18,49,179.0
2013,18,85,176.7
2013,18,103,174.7
2013,18,141,157.9
2013,18,169,178.8
2013,18,1,176.7
2013,18,3,180.7
2013,18,33,167.7
2013,18,69,191.7
2013,18,87,154.4
2013,18,113,164.1
2013,18,183,181.0
2013,18,7,181.1
2013,18,73,179.9
2013,18,91,150.4
2013,18,89,155.0
2013,18,111,174.1
2013,18,127,177.8
2013,18,131,163.0
2013,18,149,161.7
2013,18,181,184.1
2013,18,61,168.0
2013,18,71,148.8
2013,18,117,181.4
2013,18,175,146.1
2013,18,19,161.2
2013,18,29,145.8
