Year,State ANSI,County ANSI,Value
2016,1,47,118.8
2016,1,51,151.8
2016,1,87,131.9
2016,1,91,137.2
2016,1,,132.2
2016,1,105,123.7
2016,1,3,152.9
2016,1,35,116.7
2016,1,53,143.5
2016,1,99,122.4
2016,1,,110.6
2016,1,19,92.3
2016,1,29,125
2016,1,43,117.2
2016,1,49,96.8
2016,1,55,92.2
2016,1,71,80.5
2016,1,,93.4
2016,1,33,126.2
2016,1,59,85.7
2016,1,77,106.5
2016,1,79,117.2
2016,1,83,112.9
2016,1,89,150.7
2016,1,103,107
2016,1,,103.8
2016,1,57,85
2016,1,75,78.6
2016,1,,147.6
2016,1,111,97
2016,1,117,93.6
2016,1,123,173
2016,1,125,132.2
2016,1,5,188.9
2016,1,31,104.5
2016,1,39,108.1
2016,1,45,145
2016,1,61,129.4
2016,1,67,142.9
2016,1,,95.1
2016,1,109,123.9
2016,5,1,182
2016,5,35,142.9
2016,5,77,149.5
2016,5,85,173.7
2016,5,95,163.4
2016,5,,184
2016,5,107,169.8
2016,5,117,182.5
2016,5,147,159.6
2016,5,21,172.9
2016,5,31,184.4
2016,5,55,168.8
2016,5,67,147.3
2016,5,75,167.5
2016,5,,171
2016,5,111,176.7
2016,5,121,173.6
2016,5,3,189
2016,5,17,184.4
2016,5,41,186
2016,5,43,188.1
2016,5,69,190.9
2016,5,79,181.2
2016,5,33,110
2016,5,71,143.7
2016,5,,120.4
2016,5,149,156.7
2016,6,,145.1
2016,6,21,255.4
2016,6,,262.2
2016,6,67,213.5
2016,6,95,193.9
2016,6,101,264.1
2016,6,113,210
2016,6,19,166
2016,6,29,156.8
2016,6,47,113.3
2016,6,,168.4
2016,6,77,181.2
2016,8,1,90.1
2016,8,17,81.8
2016,8,39,40.4
2016,8,61,50.7
2016,8,63,116.7
2016,8,73,64.2
2016,8,,90
2016,8,95,142.9
2016,8,125,183.5
2016,8,13,153.1
2016,8,69,101.2
2016,8,,171
2016,8,115,122.2
2016,8,123,157.4
2016,8,9,128.2
2016,8,11,155.4
2016,8,89,187.7
2016,8,,166.7
2016,10,1,181.8
2016,10,3,161.5
2016,10,5,165.4
2016,13,153,143.8
2016,13,167,183.9
2016,13,,154.6
2016,13,225,175.5
2016,13,33,186.8
2016,13,107,145.9
2016,13,163,202.9
2016,13,165,164.6
2016,13,,101
2016,13,251,163.5
2016,13,,128.4
2016,13,119,118
2016,13,137,87
2016,13,147,127
2016,13,,101
2016,13,115,86.4
2016,13,129,43
2016,13,,90.3
2016,13,233,118.5
2016,13,3,123.5
2016,13,69,162.9
2016,13,71,179.3
2016,13,75,165.6
2016,13,155,187.5
2016,13,161,174.1
2016,13,173,154.4
2016,13,,161.6
2016,13,315,190
2016,13,321,170
2016,13,1,201.5
2016,13,5,145
2016,13,,127.1
2016,13,229,131.2
2016,13,267,186.2
2016,13,299,145.3
2016,13,7,184.6
2016,13,37,197.2
2016,13,87,192.6
2016,13,131,147.9
2016,13,201,178.5
2016,13,205,192.1
2016,13,,166.7
2016,13,253,205
2016,13,261,192.1
2016,13,273,161.9
2016,13,275,130.6
2016,13,193,168.6
2016,13,197,88.4
2016,13,,91.5
2016,16,53,192.9
2016,16,63,200
2016,16,,185.4
2016,16,27,168.3
2016,16,45,191.5
2016,16,,209.7
2016,16,73,198.4
2016,16,75,221.2
2016,17,39,214.5
2016,17,107,219.4
2016,17,115,214.9
2016,17,123,215.6
2016,17,125,198.6
2016,17,113,218.1
2016,17,129,209.3
2016,17,143,214.6
2016,17,175,225.7
2016,17,179,236
2016,17,203,232.8
2016,17,19,210.2
2016,17,53,204
2016,17,75,193.6
2016,17,91,195.5
2016,17,105,214.7
2016,17,147,218.7
2016,17,183,203.9
2016,17,25,154.2
2016,17,35,178.4
2016,17,41,208.6
2016,17,45,193.4
2016,17,49,162.2
2016,17,51,163
2016,17,79,165.3
2016,17,121,144.8
2016,17,139,207.9
2016,17,,175.5
2016,17,159,147
2016,17,173,185.7
2016,17,7,197.5
2016,17,31,170
2016,17,37,215.6
2016,17,63,212.4
2016,17,89,210.8
2016,17,93,206.8
2016,17,99,205.6
2016,17,97,154.8
2016,17,111,199.8
2016,17,,189.5
2016,17,11,203.9
2016,17,15,231.9
2016,17,73,207.9
2016,17,85,204.9
2016,17,103,200.9
2016,17,131,213.5
2016,17,141,225.9
2016,17,155,218.1
2016,17,161,210.8
2016,17,177,211.2
2016,17,195,199
2016,17,201,193.9
2016,17,47,141.6
2016,17,55,115.6
2016,17,59,159.4
2016,17,65,123.5
2016,17,81,121.8
2016,17,127,138.7
2016,17,,131.5
2016,17,151,127.3
2016,17,165,136.6
2016,17,185,156.4
2016,17,193,135.2
2016,17,3,131.5
2016,17,27,154.9
2016,17,77,136.7
2016,17,87,93.9
2016,17,133,149.2
2016,17,145,112.6
2016,17,153,141.5
2016,17,157,135.1
2016,17,163,159.2
2016,17,181,115.8
2016,17,189,140.3
2016,17,199,107.8
2016,17,1,193.1
2016,17,9,182.3
2016,17,57,195.1
2016,17,67,207.6
2016,17,71,207
2016,17,95,223.3
2016,17,109,212.2
2016,17,169,186.5
2016,17,187,229.2
2016,17,17,202.3
2016,17,21,203.2
2016,17,61,186.9
2016,17,83,175.6
2016,17,117,199.2
2016,17,119,172
2016,17,135,196.9
2016,17,137,205.6
2016,17,,166.7
2016,17,149,181.7
2016,17,167,222.1
2016,17,171,193.3
2016,18,5,171.2
2016,18,11,180.1
2016,18,23,190.6
2016,18,31,178.9
2016,18,57,179.5
2016,18,59,172.4
2016,18,63,178.8
2016,18,67,192.7
2016,18,81,160.9
2016,18,95,181.1
2016,18,109,166
2016,18,,178.7
2016,18,139,188.8
2016,18,145,165
2016,18,159,198.5
2016,18,9,173.9
2016,18,35,165
2016,18,41,173.2
2016,18,65,177.6
2016,18,75,167.3
2016,18,135,165.8
2016,18,161,177.1
2016,18,177,167.2
2016,18,15,197.8
2016,18,17,189.6
2016,18,39,158.7
2016,18,49,176.7
2016,18,85,164.8
2016,18,99,169
2016,18,103,167.2
2016,18,141,149.2
2016,18,169,177.3
2016,18,1,159.5
2016,18,3,157.9
2016,18,33,146.4
2016,18,87,134.1
2016,18,113,157.1
2016,18,,177.3
2016,18,151,147.6
2016,18,183,161.2
2016,18,7,199.2
2016,18,73,180.1
2016,18,91,147.9
2016,18,89,177.4
2016,18,111,204.7
2016,18,127,173.3
2016,18,131,158.8
2016,18,149,142.7
2016,18,181,189.2
2016,18,43,128.6
2016,18,61,149.8
2016,18,71,161.1
2016,18,93,144.6
2016,18,105,160.7
2016,18,117,162.3
2016,18,,126.3
2016,18,175,147.8
2016,18,19,140.5
2016,18,29,162.1
2016,18,47,175.3
2016,18,77,148.8
2016,18,79,156.6
2016,18,115,150
2016,18,137,157.9
2016,18,143,142.2
2016,18,155,158.2
2016,18,27,171.9
2016,18,37,143.3
2016,18,51,161.7
2016,18,55,156
2016,18,83,169.7
2016,18,101,160.7
2016,18,125,146.5
2016,18,129,144
2016,18,147,149.1
2016,18,153,164.1
2016,18,163,154
2016,18,173,134.6
2016,18,45,191.8
2016,18,107,200
2016,18,,182.7
2016,18,119,160.5
2016,18,121,182.8
2016,18,165,197.5
2016,18,171,212.3
2016,19,15,208.4
2016,19,49,204
2016,19,75,198.5
2016,19,79,209
2016,19,83,208
2016,19,99,214.7
2016,19,127,211.3
2016,19,153,199.8
2016,19,157,213.2
2016,19,169,211.9
2016,19,171,208.4
2016,19,187,200.8
2016,19,11,199.9
2016,19,31,215.3
2016,19,45,213.8
2016,19,95,210.6
2016,19,97,202.1
2016,19,103,189
2016,19,105,201.3
2016,19,113,200.3
2016,19,139,203
2016,19,163,216
2016,19,23,207.3
2016,19,33,193.6
2016,19,67,196.3
2016,19,69,204.8
2016,19,81,200.3
2016,19,91,206.1
2016,19,109,204.7
2016,19,131,199.1
2016,19,189,197.9
2016,19,195,191.5
2016,19,197,200.2
2016,19,5,205.1
2016,19,13,206.4
2016,19,17,210.6
2016,19,19,205.6
2016,19,37,206.6
2016,19,43,210.3
2016,19,55,202.3
2016,19,61,211.5
2016,19,65,202.5
2016,19,89,202.2
2016,19,191,210.7
2016,19,21,201.1
2016,19,35,219.7
2016,19,41,202
2016,19,59,188
2016,19,63,198.5
2016,19,119,206.9
2016,19,141,210.7
2016,19,143,203.7
2016,19,147,196
2016,19,149,209.2
2016,19,151,206.8
2016,19,167,212.2
2016,19,7,186.3
2016,19,39,163.9
2016,19,53,181.1
2016,19,117,174.6
2016,19,121,185.5
2016,19,125,198
2016,19,135,180
2016,19,159,179.5
2016,19,175,183
2016,19,181,184.6
2016,19,185,174.5
2016,19,51,188.7
2016,19,57,210
2016,19,87,199
2016,19,101,197
2016,19,107,208.6
2016,19,111,194.6
2016,19,115,200.2
2016,19,123,204.7
2016,19,177,189
2016,19,179,196.9
2016,19,183,208.2
2016,19,1,190.3
2016,19,3,187.4
2016,19,29,195.9
2016,19,71,180.8
2016,19,129,188.4
2016,19,137,185.5
2016,19,145,185.8
2016,19,155,210.4
2016,19,173,159.9
2016,19,9,206.1
2016,19,25,207.3
2016,19,27,203.1
2016,19,47,213.5
2016,19,73,205.5
2016,19,77,198.2
2016,19,85,204.6
2016,19,93,216
2016,19,133,184.5
2016,19,161,214.3
2016,19,165,215.3
2016,19,193,203.7
2016,20,9,149.8
2016,20,105,111.1
2016,20,115,124.3
2016,20,113,142.1
2016,20,,124
2016,20,159,128.3
2016,20,165,128.8
2016,20,3,121.7
2016,20,31,116.8
2016,20,45,132.6
2016,20,59,138
2016,20,61,146.2
2016,20,111,113.4
2016,20,121,144.6
2016,20,127,108.9
2016,20,139,117
2016,20,,128.2
2016,20,177,139
2016,20,197,118.1
2016,20,29,158.4
2016,20,123,137.4
2016,20,141,127.8
2016,20,,149
2016,20,143,139.8
2016,20,147,129.3
2016,20,157,156.5
2016,20,163,101.8
2016,20,201,124.7
2016,20,5,150.6
2016,20,13,163.6
2016,20,43,186.6
2016,20,85,138
2016,20,87,147.3
2016,20,103,130.1
2016,20,117,131.5
2016,20,131,144.9
2016,20,,138.8
2016,20,149,146.4
2016,20,23,154.7
2016,20,39,107.4
2016,20,,126.2
2016,20,153,114.5
2016,20,179,136.9
2016,20,181,131.4
2016,20,77,72.4
2016,20,79,127.1
2016,20,95,128.7
2016,20,,158.5
2016,20,145,159.2
2016,20,151,154.2
2016,20,173,122.3
2016,20,185,138.5
2016,20,191,95.4
2016,20,11,126.9
2016,20,15,121.5
2016,20,19,100.3
2016,20,21,144.6
2016,20,35,109.1
2016,20,125,107.8
2016,20,133,130.6
2016,20,,133.4
2016,20,205,138.2
2016,20,67,189.4
2016,20,69,185.4
2016,20,93,163
2016,20,129,157.2
2016,20,,183
2016,20,175,194.2
2016,20,187,160.7
2016,20,189,175.4
2016,20,63,111.4
2016,20,135,101.1
2016,20,,119.7
2016,20,199,131
2016,20,203,152.6
2016,21,5,140.2
2016,21,11,139.5
2016,21,17,162.7
2016,21,21,174.4
2016,21,49,165
2016,21,67,157.1
2016,21,69,148.2
2016,21,79,135.6
2016,21,97,170.3
2016,21,113,132.6
2016,21,137,162.4
2016,21,151,145.3
2016,21,161,153.1
2016,21,167,162
2016,21,,146.9
2016,21,209,158.4
2016,21,211,152.3
2016,21,229,148.8
2016,21,239,160.2
2016,21,1,151.1
2016,21,9,174.5
2016,21,27,147.5
2016,21,29,137.1
2016,21,31,134.4
2016,21,53,172.5
2016,21,57,187.7
2016,21,85,142.6
2016,21,87,159.9
2016,21,93,153.6
2016,21,99,152.1
2016,21,111,160
2016,21,155,144
2016,21,163,165.5
2016,21,169,180.2
2016,21,171,147.7
2016,21,179,170.2
2016,21,,153.5
2016,21,207,156.5
2016,21,217,178
2016,21,227,182
2016,21,65,133.4
2016,21,89,126.8
2016,21,121,119.5
2016,21,135,131.6
2016,21,,119
2016,21,199,171.4
2016,21,205,124.6
2016,21,231,186.2
2016,21,33,139
2016,21,47,182.7
2016,21,55,150.6
2016,21,59,161.2
2016,21,91,156.8
2016,21,141,178.6
2016,21,183,155.3
2016,21,,150.4
2016,21,213,180.5
2016,21,219,175.9
2016,21,225,161
2016,21,233,155.1
2016,21,15,146.5
2016,21,23,129.3
2016,21,77,152.4
2016,21,81,135.1
2016,21,103,148.9
2016,21,185,155.1
2016,21,,142.7
2016,21,187,142.5
2016,21,191,156.2
2016,21,7,153.7
2016,21,39,150.4
2016,21,75,169.1
2016,21,83,155
2016,21,105,162
2016,21,139,145.2
2016,21,145,143.8
2016,21,,136.2
2016,21,221,152.7
2016,22,9,169.8
2016,22,25,184.2
2016,22,29,169.5
2016,22,,138.4
2016,22,77,188.9
2016,22,79,160.4
2016,22,97,167.6
2016,22,,140.5
2016,22,35,172.3
2016,22,41,181.5
2016,22,65,141.9
2016,22,67,175.5
2016,22,83,171.5
2016,22,107,168.3
2016,22,123,167.8
2016,22,17,119.6
2016,22,,123.5
2016,22,,135
2016,22,69,117.1
2016,24,19,186.1
2016,24,39,116
2016,24,45,133.5
2016,24,47,144.3
2016,24,13,168.8
2016,24,21,139.7
2016,24,25,175.5
2016,24,,169
2016,24,43,143.1
2016,24,3,140.5
2016,24,9,100
2016,24,,89.1
2016,24,11,142.8
2016,24,29,172.2
2016,24,,158.7
2016,24,41,135
2016,24,,148.9
2016,26,35,117.6
2016,26,51,145.6
2016,26,57,160.1
2016,26,73,155.3
2016,26,107,144.9
2016,26,111,168.9
2016,26,117,156.1
2016,26,133,130.5
2016,26,11,146.7
2016,26,17,167.9
2016,26,63,170.7
2016,26,145,164.8
2016,26,151,184.4
2016,26,157,173.7
2016,26,1,116.7
2016,26,7,88.9
2016,26,69,128.9
2016,26,119,71.3
2016,26,129,138.9
2016,26,,98.5
2016,26,137,75
2016,26,141,117.8
2016,26,9,122.7
2016,26,19,116.7
2016,26,29,96.8
2016,26,55,83
2016,26,89,56
2016,26,101,85.7
2016,26,113,129.8
2016,26,,133.3
2016,26,165,96.5
2016,26,15,150
2016,26,25,136.3
2016,26,37,164.7
2016,26,59,162.9
2016,26,65,157.2
2016,26,67,169.6
2016,26,75,123.7
2016,26,,158.7
2016,26,155,150
2016,26,149,123.8
2016,26,87,170.7
2016,26,91,165.7
2016,26,93,155.6
2016,26,99,168.6
2016,26,115,169.5
2016,26,,142.9
2016,26,147,160.8
2016,26,161,137.8
2016,26,163,116.7
2016,26,5,173.3
2016,26,27,154.4
2016,26,77,150.9
2016,26,81,160.9
2016,26,,166.7
2016,26,139,158.9
2016,26,41,128.6
2016,26,43,113.3
2016,26,109,132.8
2016,26,,124
2016,26,85,130.8
2016,26,105,140.6
2016,26,121,153.4
2016,26,123,150.7
2016,26,127,150
2016,27,9,169.3
2016,27,19,193.5
2016,27,67,196.4
2016,27,85,187.3
2016,27,93,183.3
2016,27,97,163
2016,27,129,198.8
2016,27,139,195.2
2016,27,141,166.5
2016,27,143,201.4
2016,27,145,186
2016,27,153,167.5
2016,27,159,148.3
2016,27,171,183.1
2016,27,1,113.5
2016,27,3,166.7
2016,27,17,126.7
2016,27,25,144.6
2016,27,35,129.5
2016,27,53,186.6
2016,27,65,165.4
2016,27,95,173.4
2016,27,,148.9
2016,27,163,189.2
2016,27,7,150.3
2016,27,21,150.3
2016,27,57,180.4
2016,27,,148.5
2016,27,137,155
2016,27,5,165.6
2016,27,27,181.7
2016,27,69,144.3
2016,27,87,165.6
2016,27,89,141.2
2016,27,107,167.2
2016,27,,146.2
2016,27,119,166.2
2016,27,125,171.4
2016,27,13,190.7
2016,27,15,191.2
2016,27,43,208.5
2016,27,47,193.7
2016,27,79,196.2
2016,27,91,207.6
2016,27,103,209.4
2016,27,131,188.3
2016,27,147,201.4
2016,27,161,204.6
2016,27,165,187.4
2016,27,37,195.9
2016,27,39,203
2016,27,45,198.2
2016,27,49,192.7
2016,27,55,190.2
2016,27,99,197.7
2016,27,109,195.4
2016,27,157,193.5
2016,27,169,199.3
2016,27,33,200.3
2016,27,63,194.1
2016,27,81,203.6
2016,27,83,203.5
2016,27,101,200.4
2016,27,105,187.4
2016,27,117,199.5
2016,27,127,202.8
2016,27,133,201.2
2016,27,11,188.1
2016,27,23,199.6
2016,27,41,188.7
2016,27,51,197.8
2016,27,73,196.4
2016,27,111,185.8
2016,27,121,194.4
2016,27,149,205.2
2016,27,151,199.9
2016,27,155,194.7
2016,27,167,183.9
2016,27,173,200
2016,28,15,156.8
2016,28,51,174.6
2016,28,89,127.4
2016,28,97,143.2
2016,28,,117.2
2016,28,121,117.2
2016,28,155,111.5
2016,28,17,114.1
2016,28,25,116.9
2016,28,87,146.7
2016,28,95,119.2
2016,28,103,149.3
2016,28,,88
2016,28,53,176
2016,28,55,165.5
2016,28,83,193.7
2016,28,125,190.6
2016,28,133,185.6
2016,28,151,176.2
2016,28,163,158.8
2016,28,9,138.6
2016,28,13,130.8
2016,28,43,160
2016,28,71,115.8
2016,28,,124.7
2016,28,107,146
2016,28,137,121.9
2016,28,3,145.2
2016,28,57,71.7
2016,28,81,116.3
2016,28,,119.4
2016,28,115,87.6
2016,28,139,144.4
2016,28,145,156.4
2016,28,,142.6
2016,28,147,121.8
2016,28,,148.2
2016,28,49,133.7
2016,28,,149.9
2016,28,149,154.6
2016,28,11,179.3
2016,28,27,178
2016,28,119,156.4
2016,28,135,170.3
2016,28,143,161.3
2016,29,15,166.8
2016,29,51,152
2016,29,53,173.8
2016,29,105,158.6
2016,29,125,141.6
2016,29,131,130.6
2016,29,141,155.3
2016,29,151,184.2
2016,29,,160.4
2016,29,159,166.5
2016,29,167,163
2016,29,195,185.9
2016,29,73,126.3
2016,29,99,128.5
2016,29,113,155.8
2016,29,,143.6
2016,29,183,169
2016,29,187,142.1
2016,29,189,154.3
2016,29,186,149.4
2016,29,219,154
2016,29,1,170.1
2016,29,33,161.4
2016,29,115,160.2
2016,29,117,167.5
2016,29,,172.1
2016,29,175,176.9
2016,29,7,171.8
2016,29,103,166.4
2016,29,111,163.6
2016,29,127,188.4
2016,29,137,164
2016,29,,165.2
2016,29,163,163
2016,29,173,174.1
2016,29,205,175
2016,29,3,152
2016,29,5,169.3
2016,29,21,158.6
2016,29,25,179.6
2016,29,47,165
2016,29,49,156.7
2016,29,61,161
2016,29,87,170.7
2016,29,147,167
2016,29,,151.8
2016,29,165,160.1
2016,29,227,159.3
2016,29,123,105
2016,29,,136.9
2016,29,225,157.4
2016,29,31,128.4
2016,29,69,153.8
2016,29,133,143.6
2016,29,143,168.1
2016,29,,156.4
2016,29,155,159.7
2016,29,207,147.1
2016,29,11,155.7
2016,29,43,120.9
2016,29,57,136.7
2016,29,77,144.7
2016,29,109,121.6
2016,29,145,144.8
2016,29,,148.3
2016,29,37,159.8
2016,29,83,148.4
2016,29,95,161.8
2016,29,101,160.3
2016,29,107,186.7
2016,29,,154.5
2016,29,217,147.5
2016,30,,89.8
2016,30,,79.5
2016,30,21,61.7
2016,30,33,70
2016,30,,92.7
2016,30,83,112
2016,30,91,100
2016,30,105,120
2016,30,9,166.9
2016,30,,107.4
2016,30,111,119.3
2016,30,25,47.3
2016,30,,141.2
2016,31,19,199.5
2016,31,41,183.4
2016,31,47,206.9
2016,31,77,186.7
2016,31,79,186.4
2016,31,93,183.9
2016,31,163,194.5
2016,31,175,182.3
2016,31,23,185.9
2016,31,25,181.3
2016,31,37,181.2
2016,31,53,174.8
2016,31,55,183.9
2016,31,81,202.3
2016,31,109,163.2
2016,31,121,166.1
2016,31,125,182.7
2016,31,141,193.2
2016,31,143,187.9
2016,31,153,191.1
2016,31,155,179.4
2016,31,159,183.6
2016,31,177,183
2016,31,185,197.6
2016,31,9,153.8
2016,31,17,212.9
2016,31,31,183.8
2016,31,71,192.8
2016,31,89,205.9
2016,31,103,180.8
2016,31,113,177.5
2016,31,117,158.1
2016,31,,166.7
2016,31,149,196.3
2016,31,3,203
2016,31,11,199.6
2016,31,21,182.3
2016,31,27,183.5
2016,31,39,197.8
2016,31,43,182.4
2016,31,51,182.3
2016,31,107,172.6
2016,31,119,199.5
2016,31,139,191.1
2016,31,167,190.6
2016,31,173,191.1
2016,31,179,194
2016,31,7,81.9
2016,31,13,163.4
2016,31,105,82.7
2016,31,123,181.5
2016,31,,131.8
2016,31,157,161.6
2016,31,161,144.7
2016,31,1,186.6
2016,31,61,181.9
2016,31,65,144.9
2016,31,73,178.2
2016,31,83,168.8
2016,31,99,198.7
2016,31,137,205.5
2016,31,181,157.7
2016,31,35,174.2
2016,31,59,193.6
2016,31,67,137.6
2016,31,95,155.4
2016,31,97,141.3
2016,31,127,148.7
2016,31,129,169.6
2016,31,131,164.3
2016,31,133,141.6
2016,31,147,156.9
2016,31,151,171.5
2016,31,169,179.8
2016,31,29,173.7
2016,31,57,147.1
2016,31,63,151.4
2016,31,85,145.5
2016,31,87,131.3
2016,31,101,161.7
2016,31,111,168.1
2016,31,135,141.4
2016,31,145,141.8
2016,34,5,135.8
2016,34,21,149.2
2016,34,23,149.7
2016,34,,121.2
2016,34,19,157.3
2016,34,,127.5
2016,34,41,157.9
2016,34,1,76.5
2016,34,11,163.3
2016,34,15,74.3
2016,34,,79.6
2016,34,33,152.4
2016,35,9,89.5
2016,35,,64.9
2016,35,37,151.2
2016,35,59,207.7
2016,36,11,141.2
2016,36,17,142.1
2016,36,53,149.7
2016,36,65,149.4
2016,36,67,126.5
2016,36,75,145.9
2016,36,,140
2016,36,77,151.8
2016,36,1,115.8
2016,36,57,170.3
2016,36,,93.3
2016,36,83,128.9
2016,36,91,165.6
2016,36,95,154.6
2016,36,115,131
2016,36,45,118.1
2016,36,49,151.6
2016,36,89,139.3
2016,36,21,119.6
2016,36,25,118.7
2016,36,27,133
2016,36,71,153.9
2016,36,,137.5
2016,36,111,126.2
2016,36,3,107.4
2016,36,9,156.5
2016,36,13,133
2016,36,101,102.5
2016,36,29,120.8
2016,36,37,118.2
2016,36,51,122.8
2016,36,55,112.4
2016,36,63,132.8
2016,36,69,109.3
2016,36,,122.2
2016,36,99,96.3
2016,36,117,134.7
2016,36,121,148.6
2016,37,13,133.5
2016,37,49,128.4
2016,37,79,131
2016,37,95,141.2
2016,37,103,117.2
2016,37,107,122.6
2016,37,,118.7
2016,37,137,146.3
2016,37,147,128
2016,37,191,108.4
2016,37,195,138.1
2016,37,3,121.8
2016,37,35,127
2016,37,57,91.8
2016,37,59,111.3
2016,37,97,111.4
2016,37,,101.9
2016,37,151,106.3
2016,37,159,106.3
2016,37,183,90
2016,37,15,130.4
2016,37,29,188
2016,37,41,129.2
2016,37,53,149
2016,37,65,131.5
2016,37,73,148
2016,37,83,110
2016,37,117,113
2016,37,127,132.2
2016,37,131,142.4
2016,37,,139.3
2016,37,143,160.8
2016,37,177,140.5
2016,37,187,150.7
2016,37,,141.8
2016,37,171,145.3
2016,37,193,132
2016,37,197,146
2016,37,1,145.3
2016,37,33,125
2016,37,69,132.9
2016,37,77,95.8
2016,37,81,128.7
2016,37,135,167.3
2016,37,,106.6
2016,37,145,168.6
2016,37,157,110
2016,37,169,103.5
2016,37,17,112.7
2016,37,19,113.1
2016,37,47,123
2016,37,51,121.8
2016,37,61,132
2016,37,133,105.6
2016,37,,115.6
2016,37,141,124.1
2016,37,155,130.5
2016,37,163,143.2
2016,37,165,123.4
2016,37,25,126
2016,37,45,102.3
2016,37,125,84.8
2016,37,,87.1
2016,37,167,130.5
2016,37,179,108.6
2016,37,21,88
2016,37,23,92
2016,37,39,152
2016,37,89,173.7
2016,37,,136.6
2016,37,161,87.1
2016,38,27,150.5
2016,38,31,152.6
2016,38,43,158.2
2016,38,83,139.3
2016,38,93,160.9
2016,38,103,142
2016,38,3,171.3
2016,38,17,183.1
2016,38,39,160.4
2016,38,91,171.4
2016,38,97,158.3
2016,38,5,146.6
2016,38,9,138.8
2016,38,49,133.9
2016,38,,128.2
2016,38,35,145.7
2016,38,63,136.8
2016,38,,130
2016,38,67,136.3
2016,38,71,134.2
2016,38,99,139.5
2016,38,13,115.5
2016,38,23,84.1
2016,38,,106.2
2016,38,75,120.3
2016,38,101,130.8
2016,38,29,149.7
2016,38,37,108.5
2016,38,59,123.7
2016,38,,125.7
2016,38,21,178.6
2016,38,45,187.6
2016,38,47,130.5
2016,38,51,146
2016,38,73,197.5
2016,38,77,184.6
2016,38,81,187.5
2016,38,1,74.1
2016,38,33,78.6
2016,38,41,93.5
2016,38,,76.5
2016,38,87,57.8
2016,38,89,98.4
2016,38,25,95.7
2016,38,53,84.8
2016,38,55,135.4
2016,38,57,121.9
2016,38,65,136.9
2016,39,41,166.2
2016,39,45,175
2016,39,47,174.7
2016,39,49,165.8
2016,39,83,146.8
2016,39,89,164.8
2016,39,97,169.8
2016,39,101,172.2
2016,39,117,162.8
2016,39,129,163.2
2016,39,141,158.4
2016,39,159,180.8
2016,39,19,98.6
2016,39,31,147.9
2016,39,67,136.4
2016,39,75,133.1
2016,39,,120
2016,39,157,133.7
2016,39,5,121.2
2016,39,33,161.3
2016,39,43,155.6
2016,39,77,158.4
2016,39,93,158.1
2016,39,123,154.7
2016,39,139,148.6
2016,39,143,158.5
2016,39,147,149.4
2016,39,175,152.6
2016,39,7,172
2016,39,29,138.5
2016,39,55,115.6
2016,39,99,154.5
2016,39,103,140
2016,39,,117.9
2016,39,133,144.5
2016,39,151,121.2
2016,39,155,174.3
2016,39,169,142
2016,39,3,150
2016,39,39,163.6
2016,39,51,177.6
2016,39,63,143.2
2016,39,69,167.9
2016,39,95,162
2016,39,125,150
2016,39,137,155.6
2016,39,161,155.9
2016,39,171,169.1
2016,39,173,162.2
2016,39,1,155.4
2016,39,15,170.6
2016,39,53,140.7
2016,39,71,172.7
2016,39,79,144.8
2016,39,,144.3
2016,39,145,162.2
2016,39,9,161.8
2016,39,59,144.4
2016,39,73,153.6
2016,39,105,127.3
2016,39,111,125
2016,39,115,139.4
2016,39,119,149.1
2016,39,,162.8
2016,39,167,135.2
2016,39,17,155.4
2016,39,25,162.6
2016,39,27,190.8
2016,39,57,181.5
2016,39,61,173.5
2016,39,113,172.6
2016,39,135,177.6
2016,39,165,172.4
2016,39,11,134.3
2016,39,21,154.4
2016,39,23,165.6
2016,39,37,162.5
2016,39,65,155.6
2016,39,91,151.4
2016,39,107,156.2
2016,39,109,143.7
2016,39,149,131.3
2016,40,27,100
2016,40,37,84
2016,40,51,110
2016,40,73,151.4
2016,40,81,110
2016,40,87,114.7
2016,40,109,87.1
2016,40,,69.3
2016,40,125,105.7
2016,40,63,52
2016,40,101,103.5
2016,40,,99.4
2016,40,135,112.1
2016,40,3,52
2016,40,47,54.6
2016,40,71,76.1
2016,40,103,45.2
2016,40,,78.7
2016,40,41,103.3
2016,40,97,74.3
2016,40,113,82.8
2016,40,,82.3
2016,40,115,125
2016,40,145,72.3
2016,40,,170
2016,40,49,74.9
2016,40,,88.9
2016,40,89,97.8
2016,40,,125.7
2016,40,,76.6
2016,40,141,52.1
2016,40,,88.9
2016,42,13,106.4
2016,42,21,117.5
2016,42,27,109.7
2016,42,33,72.5
2016,42,61,82.4
2016,42,67,76.7
2016,42,87,81.5
2016,42,93,134.9
2016,42,97,129.6
2016,42,,114.7
2016,42,99,92
2016,42,119,130.4
2016,42,77,141.6
2016,42,79,99.6
2016,42,95,143.1
2016,42,,121.5
2016,42,107,119.1
2016,42,35,73.5
2016,42,47,120
2016,42,81,119.9
2016,42,,105.2
2016,42,113,102.5
2016,42,117,136.4
2016,42,,124.1
2016,42,115,119.4
2016,42,131,105.6
2016,42,49,149.9
2016,42,53,105
2016,42,85,142.6
2016,42,,146.4
2016,42,121,150.3
2016,42,1,106
2016,42,9,83.2
2016,42,41,101.5
2016,42,55,131.6
2016,42,57,71.1
2016,42,133,150.6
2016,42,11,124.4
2016,42,17,106.1
2016,42,29,170.2
2016,42,71,177.4
2016,42,75,141.8
